                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     821                                      783                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.5000000000000000E+009                  7.3833800635627016E+007                  5.7522400983116850E+003                  9.7378646195892260E-001                  9.9498536374880608E-001                 -1.5313625350973272E+000                  3.5731386713171748E-001                  8.6364448837915085E-006                  6.2217206120927160E-001                  2.0956593066445384E-005                  5.4516303977988024E-003                  8.8430633492741530E-003                  2.0994604783340916E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6348026418200146E-001                  7.4891142765537043E-004                  3.1562580197970136E-001                  2.5661309735690021E-003                  2.0357798010286021E-003                  9.3533267620558597E-003                  2.0994604783340898E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990217414E-001                  9.9478015406176890E-001                  9.9999999982695131E-001                  9.9466079974468624E-001                  9.9370759680385690E+003                  2.4226970706219938E+007                  1.0269191851243698E+010                  9.7366209396870351E-001                  9.7366209396870385E-001                  8.3365888903142835E-044                  2.3432293568625900E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4201167492800000E+017                                    11701                               "gfortran"                                  "8.3.0"                  "x86_64-linux-20190503"                               "20190601" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                      11                  9.9999999997571898E-001                 -2.2108590770787140E-003                  3.7860910286262563E+000                 -6.6800719777021609E+000                  4.9104983253302379E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  0.0000000000000000E+000 
                                      12                  9.9999999997337519E-001                 -2.2131822521736138E-003                  3.7905641062022348E+000                 -6.6677439217463821E+000                  4.9273199416749547E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  0.0000000000000000E+000 
                                      13                  9.9999999996868771E-001                 -2.2176986703094296E-003                  3.7970607619926531E+000                 -6.6528130754526460E+000                  4.9487817239199572E+000                  6.9999998885593484E-001                  2.8000001114406525E-001                  1.9999999999999907E-002                  0.0000000000000000E+000 
                                      14                  9.9999999996400013E-001                 -2.2220625886659254E-003                  3.8029843672562365E+000                 -6.6416619107889199E+000                  4.9658910361748019E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      15                  9.9999999996087530E-001                 -2.2248981888260324E-003                  3.8080231555351109E+000                 -6.6335157079810720E+000                  4.9791095098296632E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      16                  9.9999999995775035E-001                 -2.2276811504477038E-003                  3.8133994308045174E+000                 -6.6261037296786096E+000                  4.9919378366694707E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      17                  9.9999999995462541E-001                 -2.2304170712251783E-003                  3.8191340215007243E+000                 -6.6194246412826843E+000                  5.0043983923744335E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      18                  9.9999999995150046E-001                 -2.2331112882372751E-003                  3.8252431101909483E+000                 -6.6134792711058861E+000                  5.0165116815254285E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      19                  9.9999999994837563E-001                 -2.2357689226089185E-003                  3.8317426037138111E+000                 -6.6082682048622052E+000                  5.0282965406031934E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      20                  9.9999999994525057E-001                 -2.2383949067024912E-003                  3.8386493414239262E+000                 -6.6037913966785249E+000                  5.0397703141836265E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      21                  9.9999999994212552E-001                 -2.2409940074876924E-003                  3.8459716340355432E+000                 -6.6000458737812426E+000                  5.0509490084671445E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      22                  9.9999999993900068E-001                 -2.2435708350750294E-003                  3.8536817477830954E+000                 -6.5969992593067239E+000                  5.0618474255522550E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      23                  9.9999999993587574E-001                 -2.2461296946340854E-003                  3.8616775714435367E+000                 -6.5945422399936966E+000                  5.0724792812656245E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      24                  9.9999999993275079E-001                 -2.2486741631764133E-003                  3.8697724995601446E+000                 -6.5924772919649515E+000                  5.0828573088797384E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      25                  9.9999999992962585E-001                 -2.2512066066107742E-003                  3.8777484657243306E+000                 -6.5905764548761132E+000                  5.0929933506889702E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      26                  9.9999999992650102E-001                 -2.2537280341821827E-003                  3.8835155418535732E+000                 -6.5891124280123474E+000                  5.1004432653201777E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      27                  9.9999999992493838E-001                 -2.2549845215929522E-003                  3.8872522562259437E+000                 -6.5881101340975921E+000                  5.1053398675849939E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      28                  9.9999999992337585E-001                 -2.2562381234088355E-003                  3.8926823672287441E+000                 -6.5865512206718515E+000                  5.1125828689649424E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      29                  9.9999999992025090E-001                 -2.2587363758644879E-003                  3.9028333854390227E+000                 -6.5831306440648820E+000                  5.1267165755331643E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      30                  9.9999999991400090E-001                 -2.2636938096862436E-003                  3.9117171710406309E+000                 -6.5789212714165224E+000                  5.1404053896933473E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      31                  9.9999999991087596E-001                 -2.2661486806858787E-003                  3.9172191339596187E+000                 -6.5759588279142394E+000                  5.1492974893778669E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      32                  9.9999999990775101E-001                 -2.2685869045174518E-003                  3.9223558104695413E+000                 -6.5728251145893877E+000                  5.1580113656407187E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      33                  9.9999999990462607E-001                 -2.2710076389450382E-003                  3.9271635986996678E+000                 -6.5695463164026018E+000                  5.1665540249638333E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      34                  9.9999999990150124E-001                 -2.2734102063642282E-003                  3.9339101400750329E+000                 -6.5644998229305855E+000                  5.1790612512463809E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      35                  9.9999999989525123E-001                 -2.2781599461134863E-003                  3.9418942788572151E+000                 -6.5573142146292396E+000                  5.1951969329351781E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      36                  9.9999999988900112E-001                 -2.2828318977519283E-003                  3.9477011285294812E+000                 -6.5512297213754653E+000                  5.2078801513350932E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      37                  9.9999999988509491E-001                 -2.2857113188961800E-003                  3.9518778955219216E+000                 -6.5465170037762519E+000                  5.2173907419361880E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      38                  9.9999999988118871E-001                 -2.2885597194649897E-003                  3.9577496255419651E+000                 -6.5394525759518016E+000                  5.2312775243222758E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      39                  9.9999999987337618E-001                 -2.2941647671493783E-003                  3.9629952200362335E+000                 -6.5321646879482556E+000                  5.2447346779131232E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      40                  9.9999999986946997E-001                 -2.2969207338755545E-003                  3.9662995901278379E+000                 -6.5273457878032000E+000                  5.2534801188925826E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      41                  9.9999999986556387E-001                 -2.2996463412262949E-003                  3.9709956528963266E+000                 -6.5201845999335291E+000                  5.2662770059579946E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      42                  9.9999999985775123E-001                 -2.3050085563267914E-003                  3.9766836896723521E+000                 -6.5105970124177972E+000                  5.2827740881780310E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      43                  9.9999999984993859E-001                 -2.3102538831735915E-003                  3.9818779004178411E+000                 -6.5010992671356629E+000                  5.2986681329008567E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      44                  9.9999999984212617E-001                 -2.3153859272280444E-003                  3.9854624404182393E+000                 -6.4940102868445058E+000                  5.3102187536849117E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      45                  9.9999999983821986E-001                 -2.3179104708825359E-003                  3.9877553501249312E+000                 -6.4893527671014635E+000                  5.3177521275819322E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      46                  9.9999999983431376E-001                 -2.3204081284669896E-003                  3.9910605262037850E+000                 -6.4824689197980865E+000                  5.3288129490428071E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      47                  9.9999999982650112E-001                 -2.3253250147981905E-003                  3.9971950634573914E+000                 -6.4690110424212639E+000                  5.3501246899231294E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      48                  9.9999999981087628E-001                 -2.3348592083325798E-003                  4.0025773429886611E+000                 -6.4556782143920293E+000                  5.3704410996893879E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      49                  9.9999999980306364E-001                 -2.3394824050802132E-003                  4.0059425077506106E+000                 -6.4470645516544645E+000                  5.3834764177055572E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      50                  9.9999999979525123E-001                 -2.3440149534429281E-003                  4.0106925449599595E+000                 -6.4345327647440733E+000                  5.4023246856102238E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      51                  9.9999999977962639E-001                 -2.3528226159677578E-003                  4.0149649688810474E+000                 -6.4222022878453693E+000                  5.4203902906835522E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      52                  9.9999999977181375E-001                 -2.3571033655779162E-003                  4.0176679921899332E+000                 -6.4142225214526283E+000                  5.4320300501752614E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      53                  9.9999999976400111E-001                 -2.3613063016560440E-003                  4.0215246723137126E+000                 -6.4025926342158419E+000                  5.4489255124281248E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      54                  9.9999999974837628E-001                 -2.3694904119579150E-003                  4.0262247596799448E+000                 -6.3875086331484008E+000                  5.4704781450145203E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      55                  9.9999999973275133E-001                 -2.3773955891114164E-003                  4.0305471605032892E+000                 -6.3729721907358758E+000                  5.4910130310179124E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      56                  9.9999999971712639E-001                 -2.3850409587989618E-003                  4.0345470292907022E+000                 -6.3589589418083303E+000                  5.5106219892587704E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      57                  9.9999999970150144E-001                 -2.3924439598984144E-003                  4.0373388682403748E+000                 -6.3487420746166956E+000                  5.5247696544021130E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      58                  9.9999999969368891E-001                 -2.3960595357657988E-003                  4.0391345341147433E+000                 -6.3421036585637216E+000                  5.5339520094009345E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      59                  9.9999999968587638E-001                 -2.3996203541818283E-003                  4.0417364448309154E+000                 -6.3323917275449295E+000                  5.5473719089518791E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      60                  9.9999999967025133E-001                 -2.4065847537498874E-003                  4.0466123256729913E+000                 -6.3137472405989072E+000                  5.5730298795059037E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      61                  9.9999999963900144E-001                 -2.4199291721925817E-003                  4.0509615419750284E+000                 -6.2958060318531608E+000                  5.5972590717996802E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      62                  9.9999999962337660E-001                 -2.4263317972204072E-003                  4.0537039417535512E+000                 -6.2843627584810235E+000                  5.6126929553078178E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      63                  9.9999999960775154E-001                 -2.4325681942106467E-003                  4.0563087759817620E+000                 -6.2732594228270324E+000                  5.6275979647824128E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      64                  9.9999999959212660E-001                 -2.4386474286373920E-003                  4.0587886399117252E+000                 -6.2624762065112458E+000                  5.6420091553859351E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      65                  9.9999999957650154E-001                 -2.4445778245677082E-003                  4.0623343835535612E+000                 -6.2469228838022151E+000                  5.6627682440719722E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      66                  9.9999999954525165E-001                 -2.4560220505233750E-003                  4.0655932165800062E+000                 -6.2318856589014811E+000                  5.6825822011197946E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      67                  9.9999999952962682E-001                 -2.4615497530226845E-003                  4.0676752292719618E+000                 -6.2222309773440951E+000                  5.6953071124537766E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      68                  9.9999999951400176E-001                 -2.4669561306952196E-003                  4.0706727112547778E+000                 -6.2082670909025541E+000                  5.7137224849068726E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      69                  9.9999999948275176E-001                 -2.4774273271195102E-003                  4.0743839399945241E+000                 -6.1904027019628369E+000                  5.7371234075014899E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      70                  9.9999999945150175E-001                 -2.4874772493044175E-003                  4.0778438171246911E+000                 -6.1733861671895864E+000                  5.7593296373518648E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      71                  9.9999999942025186E-001                 -2.4971416679805641E-003                  4.0810861462979142E+000                 -6.1571280307422720E+000                  5.7804572796953080E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      72                  9.9999999938900175E-001                 -2.5064515903787912E-003                  4.0841376398918818E+000                 -6.1415563777221500E+000                  5.8006062948100281E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      73                  9.9999999935775186E-001                 -2.5154341859516724E-003                  4.0870184579358781E+000                 -6.1266187419263458E+000                  5.8198633593194860E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      74                  9.9999999932650174E-001                 -2.5241136059395335E-003                  4.0897473883386484E+000                 -6.1122674871251057E+000                  5.8383041204531807E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      75                  9.9999999929525185E-001                 -2.5325113969991812E-003                  4.0923396006523793E+000                 -6.0984651807774322E+000                  5.8559949915017295E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      76                  9.9999999926400174E-001                 -2.5406469589893139E-003                  4.0960346815850777E+000                 -6.0787944456239629E+000                  5.8812512086682265E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      77                  9.9999999920150173E-001                 -2.5561988194233464E-003                  4.0994119590162574E+000                 -6.0600330403290830E+000                  5.9051223593730588E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      78                  9.9999999917025162E-001                 -2.5636465755731119E-003                  4.1015657292785761E+000                 -6.0480949717635673E+000                  5.9203383685938737E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      79                  9.9999999913900173E-001                 -2.5708927606313955E-003                  4.1036328074981903E+000                 -6.0365385709076484E+000                  5.9350402287879627E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      80                  9.9999999910775161E-001                 -2.5779490189943425E-003                  4.1056211228522672E+000                 -6.0253347927142515E+000                  5.9492615600032135E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      81                  9.9999999907650172E-001                 -2.5848259013595866E-003                  4.1084923314189190E+000                 -6.0091840171660280E+000                  5.9697580366858380E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      82                  9.9999999901400172E-001                 -2.5980784989108581E-003                  4.1120632170236702E+000                 -5.9886523906362594E+000                  5.9956666587495224E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      83                  9.9999999895150171E-001                 -2.6107202788096797E-003                  4.1145711832340925E+000                 -5.9739578998115022E+000                  6.0141338114095229E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      84                  9.9999999892025171E-001                 -2.6168312729511890E-003                  4.1161894949367879E+000                 -5.9645118488202620E+000                  6.0260235912777080E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      85                  9.9999999888900171E-001                 -2.6228110356914234E-003                  4.1189312112895999E+000                 -5.9486271538050195E+000                  6.0460792998583628E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      86                  9.9999999881087664E-001                 -2.6372245490866794E-003                  4.1216659986499327E+000                 -5.9322739670273767E+000                  6.0665896968056652E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      87                  9.9999999877181422E-001                 -2.6441654957247468E-003                  4.1234255210426083E+000                 -5.9218007458549158E+000                  6.0797450183229360E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      88                  9.9999999873275169E-001                 -2.6509413812369018E-003                  4.1259763618690517E+000                 -5.9066764472304767E+000                  6.0987608859869216E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      89                  9.9999999865462674E-001                 -2.6640302331345247E-003                  4.1283771565862359E+000                 -5.8920861125178883E+000                  6.1169810929913258E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      90                  9.9999999861556421E-001                 -2.6703588725182563E-003                  4.1299300312028260E+000                 -5.8826906945073887E+000                  6.1287173007740954E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
                                      91                  9.9999999857650168E-001                 -2.6765523379042150E-003                  4.1321921561497890E+000                 -5.8690637721555490E+000                  6.1457485106233536E+000                  6.9999998728235313E-001                  2.8000001271764685E-001                  2.0000000000000018E-002                  0.0000000000000000E+000 
